artistID, tag1,  tag2, tag3, tag4, tag5
1550,deathcore,death metal,christian,grindcore,brutal death metal
1551,deathcore,metalcore,death metal,melodic death metal,hardcore
1552,metalcore,hardcore,christian,christian metalcore,metal
1553,mpb,female vocalists,brazilian,bossa nova,brasil
1554,deathcore,grindcore,death metal,metalcore,metal
1555,deathcore,death metal,technical death metal,grindcore,metalcore
1556,soul,female vocalists,jazz,rnb,pop
1557,deathcore,death metal,brutal deathcore,grindcore,metalcore
1559,deathcore,grindcore,experimental,noisecore,hardcore
1560,rap,brazilian,rap nacional,brazilian rap,gangsta rap
1561,technical death metal,death metal,brutal death metal,deathcore,technical brutal death metal
1562,post-hardcore,screamo,christian,emo,post hardcore
1563,deathcore,death metal,grindcore,brutal death metal,brutal deathcore
1564,rapcore,hardcore,rap,metalcore,metal
1565,technical death metal,brutal death metal,death metal,grindcore,technical brutal death metal
1566,deathcore,brutal deathcore,grindcore,brutal death metal,death metal
1567,deathcore,death metal,metalcore,grindcore,metal
1568,mathcore,grindcore,deathcore,experimental,noisecore
1569,metalcore,female fronted metal,hardcore,female vocalists,metal
1570,deathcore,death metal,metalcore,hardcore,metal
1571,pop,russian,russian pop,female vocalists,dance
1572,pop,russian,female vocalists,eurovision,dance
1573,pop,ukrainian,russian,female vocalist,female vocalists
1574,pop,russian,female vocalists,dance,russian pop
1575,pop,ukrainian,fabrika zirok,ukraine,male vocalists
1576,pop,dance,electronic,moldovan,o-zone
1577,pop,russian,russian pop,female vocalists,dance
1578,pop,ukrainian,female vocalists,russian,romantic
1579,russian,rnb,pop,russian rnb,russian rap
1580,pop,female vocalists,dance,sexy,paris hilton
1581,pop,russia,sexy,model,russian
1582,russian,pop,rnb,female vocalists,trance
1583,russian rap,hip-hop,rap,russian,russian hip-hop
1584,alternative rock,alternative,rock,progressive,pop
1585,german,alternative,rock,crossover,rapcore
1586,pop,russian,russian pop,dance,russia
1588,belgian,singer-songwriter,pop,eurovision,acoustic
1589,pop,british,90s,dance,female vocalists
1590,pop rock,pop,female vocalists,canadian,rock
1591,pop,female vocalists,dance,australian,sexy
1592,rnb,pop,female vocalists,soul,hip-hop
1593,pop,rnb,female vocalists,irish,dance
1595,hip-hop,rap,female vocalists,rnb,hip hop
1596,rnb,pop,female vocalists,hip-hop,dance
1597,pop,disney,female vocalists,girl groups,teen pop
1598,pop,british,younger generation,groups,male vocalists
1599,pop,british,male vocalists,singer-songwriter,teen pop
1600,house,pop,dance,australian,electronic
1601,pop,female vocalists,soul,rock,slow rock
1602,pop,british,male vocalists,rnb,britpop
1603,pop,female vocalists,british,britpop,doctor who
1604,rnb,pop,female vocalists,british,dance
1605,hip-hop,underground hip-hop,detroit,rap,hip hop
1606,hip-hop,underground hip-hop,hip hop,rap,underground hip hop
1607,beats,hip-hop,instrumental hip-hop,instrumental,electronic
1608,dirty south,hip-hop,rap,southern rap,houston
1609,indie pop,female vocalists,swedish,electronic,indie
1611,hip-hop,underground hip-hop,rap,hip hop,underground hip hop
1612,hip-hop,rap,southern rap,dirty south,alabama
1613,hip-hop,rap,hip hop,east coast rap,jay-z
1614,hip-hop,underground hip-hop,rap,hip hop,underground hip hop
1615,hip-hop,rap,southern rap,dirty south,hip hop
1616,hip-hop,detroit,underground hip-hop,rap,hip hop
1617,hip-hop,rap,dirty south,southern rap,hip hop
1618,hip-hop,underground hip-hop,hip hop,rap,underground hip hop
1619,hip-hop,underground hip-hop,hip hop,rap,underground hip hop
1620,hip-hop,funk,rap,soul,hip hop
1621,hip-hop,rap,underground hip-hop,new york,hip hop
1622,hip-hop,rap,hip hop,alternative rap,jazz hop
1623,hip-hop,rap,hip hop,underground hip-hop,new york
1624,bay area,rap,gangsta rap,west coast rap,hip-hop
1625,hip-hop,underground hip-hop,rap,mf doom,hip hop
1626,hip-hop,underground hip-hop,rap,hip hop,underground rap
1627,hip-hop,instrumental hip-hop,j dilla,underground hip-hop,stones throw
1629,hip-hop,underground hip-hop,hip hop,rap,new york
1630,hip-hop,underground hip-hop,producer,underground rap,dj
1631,hip-hop,underground hip-hop,rap,hip hop,electronic
1632,indie,indie rock,female vocalists,canadian,poptron
1633,folk,indie,folk rock,indie rock,indie folk
1634,hip-hop,underground hip-hop,hip hop,rap,hieroglyphics
1635,hip-hop,gangsta rap,rap,hip hop,west coast rap
1636,hip-hop,underground hip-hop,rap,underground rap,hip hop
1637,hip-hop,underground hip-hop,rap,living legends,california
1638,hip-hop,underground hip-hop,hip hop,los angeles,west coast
1639,classic rock,rock,blues,psychedelic,psychedelic rock
1640,hip-hop,rap,wu-tang,east coast rap,hip hop
1641,rap,hip-hop,gangsta rap,west coast,hip hop
1643,rock,alternative,alternative rock,acoustic rock,jam
1644,samba rock,brazilian,bossa nova,rock,alternative
1645,punk,punk rock,ska punk,ska,rock
1646,rock,alternative,indie,alternative rock,brazilian
1648,rockabilly,rock 'n' roll,cover,german,rock
1649,indie rock,brazilian,indie,rock,mod
1650,punk rock,punk,political punk,political,rock
1651,rock,brazilian rock,alternative rock,brazilian,bahia rock
1652,rock,alternative rock,alternative,90s,indie
1653,rock,punk rock,brazilian,punk,brasil
1654,punk rock,rock gaucho,brazilian,punk,rock n roll
1655,grunge,alternative rock,90s,rock,alternative
1656,rock,pop,alternative,mexican,spanish
1658,indie,indie rock,brazilian,rock,powerpop
1659,powerpop,pop,brazilian,rock,cine
1660,grunge,alternative rock,rock,90s,alternative
1661,brazil,punk rock,dub,reggae,rock
1662,brazilian rock,rock gaucho,rock,brazilian,brasil
1663,swedish,indie pop,indie,female vocalists,pop
1664,curitiba,indie,indie pop,alternative,brasil
1665,colombia,all,espa�ol,manizales,me gusta
1666,rock,alternative,brazilian,alternative rock,indie rock
1667,rockabilly,country,punk,rock,alt-country
1668,acoustic,singer-songwriter,indie,alternative,pop
1669,rock,brazilian,alternative rock,indie,brasil
1670,post-hardcore,screamo,rock,gothic glam,emo
1671,post-hardcore,screamo,rock,hardcore,ronnie radke
1672,metalcore,metal,hard rock,heavy metal,hardcore
1673,rock,german,pop rock,tokio hotel,alternative
1674,powerpop,electronic,electronica,dance,electro
1675,post-hardcore,alternative rock,rock,horrorcore,emo
1676,post-hardcore,emocore,metal,hardcore,emo
1677,industrial,industrial rock,gothic,metal,mindfreak
1678,crunkcore,screamo,electronic,experimental,hip hop
1679,acoustic,powerpop,pop,singer-songwriter,cute
1680,powerpop,electronic,pop,acoustic,american
1681,rock,brazilian rock,brazilian,pop rock,alternative rock
1682,pop,rock,pop rock,female vocalists,dance
1683,country,pop,female vocalists,nickelodeon,country pop
1684,pop,female vocalists,pop rock,disney,rock
1685,pop rock,pop,female vocalists,disney,rock
1686,comedy,parody,rock,humor,funny
1687,female vocalists,alternative,rock,singer-songwriter,indie
1688,electronic,synthpop,ambient,experimental,art pop
1689,pop punk,punk rock,punk,rock,alternative
1690,pop,female vocalists,pop rock,dance,nickelodeon
1691,rock,pop rock,female vocalists,guitar virtuoso,pop
1692,pop,rnb,female vocalists,disney,keke palmer
1693,disney,pop,female vocalists,female alternative,christy carlson romano
1694,country,female vocalists,folk,singer-songwriter,bluegrass
1695,conny,pop,soundtrack,disney,fun
1696,country,rock,90s,american,male vocalists
1697,pop,dance,electronic,female vocalists,lady gaga
1698,pop,disney,male vocalists,sterling knight,beautiful
1700,soundtrack,instrumental,ambient,electronic,classical
1701,industrial,alternative,progressive rock,industrial rock,alternative rock
1702,symphonic metal,instrumental,finnish,cello,cello metal
1703,hard rock,rock,gothic rock,80s,classic rock
1704,gothic,darkwave,german,industrial,gothic rock
1705,soundtrack,instrumental,classical,composer,hans zimmer
1706,industrial rock,industrial,alternative rock,rock,alternative
1707,ethereal,ambient,darkwave,gothic,world
1708,minimalism,contemporary classical,classical,soundtrack,ambient
1709,ambient,experimental,electronic,earwaves,alternative
1710,symphonic metal,gothic metal,death metal,progressive metal,metal
1711,industrial metal,industrial,neue deutsche haerte,german,electronic
1712,industrial metal,german,industrial,neue deutsche haerte,gothic
1713,electronic,synthpop,new wave,alternative,rock
1714,industrial metal,industrial,german,metal,rock
1715,ethereal,ambient,female vocalists,new age,gothic
1716,soundtrack,ambient,electronic,deepspaceone,chillout
1717,ambient,piano,contemporary classical,minimalism,modern classical
1718,female vocalists,folk,singer-songwriter,indie,alternative folk
1719,electronic,shoegaze,indie,indietronica,post-rock
1720,piano,ambient,instrumental,contemporary classical,experimental
1721,swedish,singer-songwriter,indie pop,indie,pop
1722,ambient,instrumental,icelandic,piano,post-rock
1723,indie,experimental,folk,indie rock,progressive
1724,ambient,electronic,idm,experimental,malaysia
1725,acoustic,christian,folk,singer-songwriter,alternative
1726,italian,progressive rock,demenziale,rock,77davez-all-tracks
1727,ambient,contemporary classical,icelandic,electronic,modern classical
1728,post-rock,indie,electronic,alternative,indie rock
1729,soundtrack,instrumental,ambient,chillout,electronic
1730,singer-songwriter,folk,acoustic,indie,scandinavian
1731,ambient,post-rock,shoegaze,instrumental,electronic
1732,folk,singer-songwriter,female vocalists,freak folk,indie
1733,indie,indie pop,indie folk,folk,american
1734,folk,singer-songwriter,indie,americana,indie rock
1735,icelandic,folk,indie,acoustic,indie pop
1736,post-rock,instrumental,ambient,piano,acoustic
1737,post-rock,instrumental,experimental,canadian,post rock
1738,electronic,alternative,rock,indie,poptron
1739,ambient,instrumental,piano,chillout,new age
1741,77davez-all-tracks,italian,singer-songwriter,77davez-lib,under 2000 listeners
1742,japanese,ambient,piano,electronic,soundtrack
1743,piano,classical,instrumental,contemporary classical,ambient
1744,piano,ambient,contemporary classical,instrumental,neoclassical
1745,idm,electronic,ambient,experimental,77davez-all-tracks
1746,electronic,experimental,indie,female vocalists,electronica
1747,ambient,instrumental,icelandic,piano,post-rock
1748,folk,female vocalists,singer-songwriter,british,post-rock
1749,electronic,new rave,british,electro,poptron
1750,belgian,rock,singer-songwriter,pop,electronic
1751,folk,indie,singer-songwriter,lo-fi,finnish
1752,electronic,minimal,techno,electro,minimal techno
1753,piano,ambient,electronic,atmospheric,italian
1754,female vocalists,indie pop,canadian,chamber pop,indie
1755,mpb,bossa nova,samba,brazilian,brasil
1756,mpb,brasil,brazilian,samba,brazil
1757,mpb,psychedelic,brazilian,rock,brasil
1758,mpb,samba,brasil,brazilian,female vocalists
1759,mpb,brasil,brazilian,brazil,aleyster crowley
1760,rock,brazilian,acoustic,80s,singer-songwriter
1761,mpb,brazilian,singer-songwriter,brazil,brasil
1762,soundtrack,contemporary classical,classical,instrumental,polish
1763,mpb,female vocalists,bossa nova,brazilian,brasil
1764,mpb,bossa nova,tropicalia,brazilian,brasil
1765,argentina,rock argentino,latin folk,world,latin
1766,indie,alternative,folk,brazilian,indie rock
1767,french,female vocalists,singer-songwriter,chanson,chanson francaise
1768,brazilian,rock,female vocalists,alternative,brasil
1770,classical,piano,impressionist,french,composers
1771,mpb,rock,brazilian,female vocalists,brasil
1772,jazz,female vocalists,blues,singer-songwriter,pop
1773,lo-fi,experimental,brazilian,indie,folk
1774,piano,instrumental,new age,piano solo,american artist
1775,mpb,rock,female vocalists,brazilian,brasil
1776,mpb,folk,female vocalists,indie,brasil
1777,singer-songwriter,indie,folk,alternative,antifolk
1778,singer-songwriter,grunge,rock,folk,alternative
1779,samba,mpb,brasil,brazilian,cartola
1780,choral,new age,classical,boys choir,choir
1781,french,trip-hop,electronic,female vocalists,electronica
1782,broadway,musical,soundtrack,musicals,rent
1783,jazz,contemporary jazz,piano,swedish,instrumental
1784,ukrainian,funk,reggae,hip-hop,funky-groove
1786,russian rock,rock,russian,alternative,indie rock
1787,trip-hop,electronic,downtempo,alternative,electronica
1788,russian rock,gothic rock,rock,decadence,russian
1789,reggae,acoustic,ukrainian,alternative,russian
1790,trip-hop,electronic,alternative,progressive rock,rock
1791,rock,ukrainian,ukrainian rock,indie,pop-rock
1792,reggae,funk,ukrainian,experimental,alternative
1793,chillout,electronic,ambient,trance,electronica
1795,rock,pop,classic rock,british,sting
1796,russian rock,rock,russian,art rock,alternative
1797,alternative rock,rock,alternative,female vocalists,german
1798,russian,russian rock,acoustic rock,pop,reggae
1799,french,new wave,rock,80s,alternative
1800,new age,ambient,chillout,electronic,ethereal
1801,trip-hop,chillout,downtempo,electronic,lounge
1802,instrumental,classic rock,60s,rock,oldies
1803,hard rock,heavy metal,hair metal,80s,glam metal
1804,glam rock,classic rock,70s,rock,glam
1805,glam rock,classic rock,rock,female vocalists,70s
1806,psychedelic,psychedelic rock,classic rock,singer-songwriter,rock
1807,hard rock,female vocalists,rock,punk,70s
1808,hard rock,hair metal,glam metal,heavy metal,80s
1809,hard rock,heavy metal,christian metal,hair metal,christian rock
1810,hard rock,rock,classic rock,80s,hair metal
1811,rock,punk,female vocalists,singer-songwriter,alternative
1812,grunge,hard rock,rock,alternative rock,alternative
1813,southern rock,blues rock,rock,hard rock,classic rock
1814,punk,punk rock,british,70s,rock
1815,rock,spanish rock,rock transgresivo,spanish,hard rock
1816,rock,spanish,spanish rock,hard rock,rock en espanol
1817,grunge,riot grrrl,punk,female vocalists,rock
1818,acid jazz,jazz,nu jazz,chillout,electronic
1819,soul,disco,funk,70s,instrumental
1820,disco,pop,70s,dance,female vocalists
1821,soul,rnb,male vocalists,rhythm and blues,luther vandross
1822,drum and bass,electronic,chillout,downtempo,nu jazz
1823,funk,disco,soul,philly soul,70s
1824,chillout,downtempo,electronic,lush,trip-hop
1825,soul,pop,disco,funk,motown
1826,soul,funk,rhythm and blues,soundtrack,70s
1827,acid house,electronic,house,techno,electronica
1828,soul,funk,female vocalists,80s,rnb
1829,jazz,soul,funk,bossa nova,big band
1830,soul,funk,rnb,80s,disco
1831,smooth jazz,jazz,saxophone,fusion,jazz fusion
1832,disco,funk,soul,70s,dance
1833,jazz,soul,blues,female vocalists,nina simone
1834,soul,disco,pop,female vocalists,motown
1835,jazz,electronic,chillout,downtempo,nu jazz
1836,electronic,ambient,experimental,80s,electronica
1837,singer-songwriter,experimental,avant-garde,60s,baroque pop
1838,breakbeat,breaks,electronic,nu skool breaks,dance
1839,hip-hop,underground hip-hop,hip hop,rap,justus league
1840,lounge,nu jazz,downtempo,electronic,chillout
1841,soul,rnb,neo-soul,neo soul,musiq
1842,deep house,house,lounge,chillout,downtempo
1843,soul,rnb,philly soul,teddy pendergrass,sexy
1844,disco,new wave,pop,80s,female vocalists
1845,funk,jazz,soul,jazz-funk,acid jazz
1846,funk,soul,80s,disco,pop
1847,soul,female vocalists,funk,jazz,70s
1848,jazz,female vocalists,vocal jazz,blues,jazz vocal
1849,funk,nu-jazz,experimental,jazz,secretagent
1850,soul,funk,female vocalists,80s,rnb
1851,classical,opera,romantic,german,composers
1852,alternative rock,christian rock,rock,hard rock,alternative
1853,post-hardcore,screamo,metalcore,emocore,hardcore
1854,alternative rock,rock,hard rock,alternative,alternative metal
1855,christian rock,alternative rock,rock,christian,alternative
1856,alternative rock,nu metal,alternative,rock,hard rock
1857,j-pop,japanese,female vocalists,j-rock,yui
1858,post-hardcore,rock,hardcore,punk,alternative rock
1859,alternative rock,christian rock,rock,alternative,christian
1860,hip-hop,rap,rock,alternative,linkin park
1861,metalcore,melodic death metal,deathcore,death metal,hardcore
1862,pop,dance,happy hardcore,female vocals,bosnian
1863,rapcore,rap,hardcore,screamo,hollywood undead
1864,alternative rock,alternative,rock,post-grunge,indie
1865,j-rock,japanese,rock,anime,jrock
1866,punk rock,pop punk,rock,punk,alternative
1867,christian rock,hard rock,rock,christian,nu metal
1868,post-hardcore,screamo,emocore,hardcore,emo
1869,bulgarian,rock,alternative rock,hard rock,alternative
1870,industrial metal,nu metal,metal,industrial,rock
1871,youtube,comedy,shane dawson,comedian,pop
1872,j-rock,japanese,anime,j-pop,rock
1873,alternative rock,rock,hard rock,grunge,alternative
1874,alternative rock,rock,alternative,punk rock,punk
1875,irish,indie,indie rock,rock,alternative
1876,emocore,alternative,emo,screamo,russian alternative
1877,j-pop,japanese,electronic,dance,anime
1878,new wave,post-punk,80s,alternative,rock
1879,new wave,new zealand,80s,rock,pop
1881,new wave,post-punk,80s,pop,alternative
1882,new wave,synthpop,80s,australian,electronic
1883,new wave,80s,rock,classic rock,pop
1884,rock,australian,80s,alternative,alternative rock
1885,new wave,80s,synthpop,pop,dance
1886,new wave,synthpop,electronic,80s,industrial
1887,new wave,post-punk,80s,alternative,rock
1888,post-punk,new wave,punk,alternative,70s
1889,new wave,80s,rock,alternative,pop
1890,glam rock,new wave,pop,synth pop,70s
1891,new wave,80s,synthpop,electronic,synth pop
1892,80s,new wave,pop,female vocalists,synth pop
1893,electronic,synthpop,japanese,techno,electronica
1894,australian,alternative,80s,new wave,pop
1895,new wave,synthpop,80s,new romantic,electronic
1896,post-punk,new wave,british,punk,70s
1897,new wave,synthpop,electronic,80s,new romantic
1898,synthpop,new wave,80s,post-rock,new romantic
1899,new wave,post-punk,80s,pop,sophisti-pop
1900,electronic,synth pop,80s,new wave,electronica
1901,alternative,geek rock,rock,indie,tmbg
1902,new wave,synthpop,80s,electronic,synth pop
1904,k-pop,korean,shinee,kpop,pop
1905,rock,hard rock,alternative rock,post-grunge,alternative
1906,k-pop,korean,j-pop,tvxq,japanese
1907,new age,instrumental,ambient,chanson francaise,mehdi
1908,soundtrack,japanese,anime,naruto,j-rock
1909,japanese,soundtrack,anime,instrumental,rumic world
1910,j-rock,visual kei,japanese,jrock,the gazette
1912,j-pop,japanese,anime,female vocalists,soundtrack
1913,heavy metal,russian,russian rock,metal,rock
1914,gothic rock,finnish,gothic metal,gothic,rock
1915,j-rock,visual kei,awesome,japanese,oshare kei
1917,gothic metal,finnish,gothic rock,metal,finnish metal
1918,k-pop,korean,dbsk,kpop,tvxq
1919,j-rock,japanese,j-pop,female vocalists,anime
1920,soundtrack,japanese,instrumental,anime,composer
1921,soundtrack,instrumental,trailer music,orchestral,classical
1922,j-pop,japanese,female vocalists,anime,jpop
1923,j-rock,visual kei,japanese,metal,rock
1925,pop,rock,britpop,soft rock,german
1927,finnish,rock,glam rock,gothic rock,love metal
1929,j-rock,japanese,rock,j-pop,jrock
1930,japanese,j-rock,visual kei,experimental,rock
1931,gothic metal,finnish,metal,gothic rock,finnish metal
1932,j-rock,japanese,visual kei,rock,jrock
1933,j-rock,japanese,visual kei,rock,jrock
1934,soul,female vocalists,british,pop,singer-songwriter
1935,rnb,soul,pop,female vocalists,hip-hop
1936,rnb,soul,female vocalists,pop,jennifer hudson
1937,rnb,soul,female vocalists,gospel,pop
1938,rnb,american,pop,female vocalists,beautiful
1940,rnb,hip-hop,pop,female vocalists,hip hop
1941,funk,soul,hip-hop,alternative,hip hop
1942,house,dance,electronic,electro,electro house
1943,electronic,experimental,hip-hop,instrumental hip-hop,downtempo
1944,folk,indie,lo-fi,singer-songwriter,indie rock
1945,electronic,experimental,idm,ninja tune,electronica
1946,hip-hop,jazz,funk,rap,hip hop
1947,indie,folk,indie rock,lo-fi,elephant 6
1948,hip-hop,underground hip-hop,rap,hip hop,stones throw
1949,indie,folk,indie rock,alt-country,alternative
1950,hip-hop,underground hip-hop,hip hop,rap,mf doom
1951,indie pop,indie,shoegaze,cincinnati,indie rock
1952,hip-hop,wu-tang,rap,east coast rap,hip hop
1953,instrumental hip-hop,hip-hop,electronic,beats,instrumental
1954,experimental,psychedelic,indie,indie rock,folk
1955,experimental,rock,south africa,progressive rock,afrojazz
1956,dubstep,ambient,electronic,experimental,minimal
1957,indie rock,lo-fi,indie,alternative,rock
1958,alternative,indie,indie rock,alternative rock,psychedelic
1959,hip-hop,underground hip-hop,rap,hip hop,underground
1960,indie,acoustic,indie pop,british,alternative
1961,electronic,idm,experimental,techno,dubstep
1962,hip-hop,underground hip-hop,mf doom,rap,hip hop
1963,hip-hop,underground hip-hop,rap,hip hop,mf doom
1964,shoegaze,experimental,indie,psychedelic,indie rock
1965,electronic,idm,experimental,electronica,instrumental
1966,indie,indie pop,indie rock,lo-fi,pop
1967,hip-hop,stones throw,underground hip-hop,rap,detroit
1968,senegal,african,world,west african,africa
1969,electronic,hip-hop,idm,trip-hop,electronica
1970,electronic,turntablism,dance,australian,electronica
1971,folk,female vocalists,singer-songwriter,indie,acoustic
1972,hip-hop,african,rap,canadian,hip hop
1973,soul,hip-hop,neo-soul,stones throw,hip hop
1974,rock,alternative rock,alternative,political,rapcore
1975,hip-hop,rap,polish,polski hip hop,ostr
1976,blues rock,rock,blues,indie rock,garage rock
1977,rock,alternative rock,indie rock,alternative,indie
1978,polish,alternative rock,alternative,punk,rock
1979,hip-hop,rap,hip hop,rapcore,cypress hill
1980,alternative,polish,folk,experimental,poetry
1981,rock,polish,alternative,punk rock,polish rock
1982,polish,alternative,alternative rock,indie rock,indie
1983,electronic,synthpop,swedish,electronica,electro
1984,punk rock,polish,rock,alternative,punk
1985,rock,grunge,alternative rock,singer-songwriter,alternative
1986,electronic,new rave,experimental,poptron,electro
1987,electronic,polish,electroclash,electro,alternative
1988,indie rock,indie,rock,british,alternative
1989,hip-hop,rap,polish,polish hip-hop,hip hop
1990,electronic,ambient,female vocalists,swedish,experimental
1991,garage rock,indie,indie rock,rock,alternative
1992,heavy metal,progressive metal,metal,horror metal,black metal
1993,power metal,folk metal,heavy metal,swedish,metal
1994,progressive metal,progressive rock,metal,canadian,progressive
1995,progressive metal,progressive rock,german,metal,progressive
1996,power metal,heavy metal,hard rock,melodic metal,progressive metal
1997,power metal,symphonic metal,melodic metal,swedish,metal
1998,progressive metal,instrumental,progressive rock,progressive,metal
1999,metal,video game metal,video game music,rock,metroid
2000,j-pop,japanese,female vocalists,j-rock,rock
2001,jazz,fusion,jazz fusion,guitar,instrumental
2002,progressive metal,guitar virtuoso,instrumental,progressive rock,guitar
2003,progressive rock,rock,progressive metal,progressive,symphonic prog
2004,heavy metal,hard rock,power metal,progressive metal,metal
2005,progressive metal,progressive rock,metal,heavy metal,progressive
2006,progressive metal,progressive rock,progressive,metal,swedish
2007,chiptune,8-bit,electronic,8bit,8bitpeoples
2008,acoustic,fingerstyle,guitar,instrumental,acoustic guitar
2009,power metal,speed metal,extreme power metal,metal,heavy metal
2010,hard rock,progressive metal,heavy metal,metal,rock
2012,neofolk,soundtrack,anime,post-punk,k-pop
2013,hard rock,classic rock,rock,progressive rock,70s
2014,gothic metal,metal,female fronted metal,female vocalists,alternative metal
2015,power metal,heavy metal,swedish,metal,melodic metal
2016,progressive rock,progressive metal,progressive,supergroup,rock
2017,japanese,soundtrack,anime,electronic,j-pop
2018,dance,pop,swedish,female vocalists,electronic
2019,pop,female vocalists,rnb,christian,stacie orrico
2020,pop,female vocalists,gossip girl,american,dance
2021,pop,female vocalists,british,dance,victoria beckham
2022,pop,female vocalists,british,rock,dance
2023,latin,pop,female vocalists,80s,dance
2024,pop,female vocalists,british,britpop,spice girls
2025,pop,electronic,male vocalists,alternative,hot
2026,experimental,avant-garde,electronic,post-punk,avantgarde
2027,80s,new wave,pop,british,dance
2028,russian rock,art rock,rock,russian,mystic rock
2029,ska,british,80s,new wave,pop
2030,experimental,industrial,electronic,dark ambient,clinically romantic
2031,disco,pop,70s,classic rock,british artist
2032,folk metal,death metal,melodic death metal,german,metal
2033,ska,ska punk,spanish,punk,ska-punk
2034,oi,street punk,punk,skinhead,italian
2035,soundtrack,instrumental,composer,score,transformers
2036,oi,punk,street punk,punk rock,british
2037,experimental,post-punk,new wave,avant-garde,electronic
2038,folk metal,german,medieval,metal,mittelalter
2039,ebm,industrial,electronic,german,80s
2040,opera,classical,tenor,italian,italian opera
2041,ebm,industrial,dark electro,electronic,german
2042,industrial,noise,experimental,old school industrial,dark ambient
2043,industrial,experimental,electronic,post-punk,new wave
2044,female vocalists,classical,opera,new age,sarah brightman
2045,soundtrack,instrumental,symphonic,trailer music,choir
2046,opera,italian,pop opera,male vocalists,alessandro safina
2047,classical,opera,italian,male vocalists,andrea bocelli
2048,italian,pop,italian rock,musical,singer-songwriter
2049,classical,opera,beautiful,female vocalists,sarah brightman
2050,classical,pop opera,il divo,opera,christmas
2051,classical,pop,vocal,opera,christmas
2052,female vocalists,british,susan boyle,pop,new age
2053,latin,pop,spanish,latin pop,pop latino
2054,opera,female vocalists,classical,new age,neoclassical
2055,musical,soundtrack,classical,broadway,musicals
2056,pop,romanian,romanian language,freedom,romania
2057,rock,alternative,indie,classic rock,alternative rock
2059,instrumental,classical,violin,neoclassical,electronic
2060,new age,ambient,soundtrack,world,circus
2061,classical crossover,female vocalists,opera,pop,dutch
2062,metalcore,melodic metalcore,female fronted metal,alternative metal,female vocalists
2063,soviet,pop,dance,disco,romanian
2064,latin,ana gabriel,mexico,female vocalists,spanish
2065,marco antonio solis,mexico,spanish,romantica,mexican
2066,opera,ballad,wales,british,male vocalists
2067,female vocalists,pop,french,canadian,lara fabian
2068,piano,instrumental,classical,korean,new age
2069,progressive metal,symphonic metal,gothic metal,female fronted metal,metal
2070,italian,rock,italian rock,pop,vasco rossi-1990-fronte del palco- live
2071,soundtrack,instrumental,composer,score,lost
2072,opera,classical,soprano,classical crossover,female vocalists
2073,classical crossover,female vocalists,classical,new age,opera
2074,spanish,latin,pop,spain,operacion triunfo
2075,new age,gregorian,ambient,choir,celtic
2076,classical,opera,female vocalists,wales,katherine jenkins
2077,alternative,indie rock,rock,britpop,alternative rock
2078,pop,90s,pop trash,pop trash 90s,pop tras
2079,female vocalists,norwegian,classical,opera,easy listening
2081,electronic,female vocalists,pop,rap,dance
2082,pop,female vocalists,brazilian,pop rock,brasil
2083,electronic,hip-hop,female vocalists,dance,indie
2084,mashup,dj,mashups,mash-up,pop
2085,electronic,hip-hop,rap,pop,dance
2086,j-pop,electronic,japanese,techno,electropop
2087,electronic,darkwave,japanese,industrial,synthpop
2088,j-pop,chinese,c-pop,female vocalists,japanese
2089,k-pop,korean,t-ara,female vocalists,kpop
2090,j-rock,japanese,rock,punk,female vocalists
2091,k-pop,korean,female vocalists,kpop,4minute
2092,k-pop,korean,pop,kpop,snsd
2093,symphonic metal,visual kei,j-rock,power metal,japanese
2094,k-pop,j-pop,korean,pop,boa
2095,electronic,j-pop,japanese,electropop,techno
2096,visual kei,j-rock,japanese,female vocalists,metal
2097,k-pop,korean,female vocalists,kpop,pop
2098,k-pop,korean,female vocalists,kara,pop
2099,k-pop,korean,female vocalists,pop,younha
2100,j-rock,visual kei,japanese,industrial metal,industrial
2101,electronic,japanese,j-pop,shibuya-kei,lounge
2102,j-pop,japanese,female vocalists,koda kumi,pop
2103,visual kei,j-rock,japanese,nagoya kei,metal
2104,j-pop,new age,japanese,female vocalists,ethereal
2105,j-rock,japanese,j-pop,anime,bleach
2106,k-pop,korean,u-kiss,kpop,asian
2107,k-pop,korean,rnb,male vocalists,big bang
2108,ska,japanese,j-ska,female vocalists,j-rock
2109,gothic,japanese,j-rock,female vocalists,doujin
2110,visual kei,electronic,darkwave,japanese,industrial
2111,j-pop,female vocalists,japanese,singer-songwriter,pop
2112,japanese,gothic,j-pop,gothic lolita,j-rock
2113,visual kei,j-rock,angura kei,japanese,indie
2114,korean,hip-hop,rap,k-pop,outsider
2115,j-pop,electronic,japanese,electropop,shibuya-kei
2116,japanese,j-pop,anime,female vocalists,soundtrack
2117,k-pop,korean,female vocalists,girl group,secret
2118,electronic,japanese,electropop,j-pop,female vocalists
2119,rock,japanese,visual kei,alternative metal,neo visual kei
2120,k-pop,korean,female vocalists,kpop,iu
2121,indie rock,indie,rock,alternative,alternative rock
2122,british,indie rock,indie,rock,alternative
2123,british,indie,indie rock,singer-songwriter,soundtrack
2124,french,singer-songwriter,chanson francaise,chanson,pop
2125,indie,indie pop,electronic,poptron,experimental
2126,autotune,annoying,lol,pop,cute
2127,60s,classic rock,oldies,rock,pop
2128,indie,indie rock,british,rock,60s
2129,rock,swedish,hard rock,garage rock,alternative rock
