artistID,Sim1,Sim2,Sim3
5842,6704,27104,25728
5843,9369,25729,10372
5844,25730,13000,25731
5845,10048,1056,32524
5846,35361,13017,45010
5847,5490,10051,5488
5848,25735,32206,286
5849,25737,28326,6564
5850,286,16098,9839
5851,3703,25787,5854
5852,5863,25768,25769
5853,25800,25798,25752
5854,25745,25746,25747
5855,25748,25749,25750
5856,5875,25822,5865
5857,25752,25791,5853
5858,47608,47608,47608
5859,25764,25758,37422
5860,5880,35603,25761
5861,25762,25763,25764
5862,25765,25766,25767
5863,25768,25769,25770
5864,31634,25772,9492
5865,5878,25828,25804
5866,2730,25775,25776
5867,25777,25778,26315
5868,37306,36903,36904
5869,33556,25784,25785
5870,25786,25787,26853
5871,44969,14774,17296
5872,25790,5853,25791
5873,33555,33556,44455
5874,25795,45269,45648
5875,25798,25799,25800
5876,9458,2273,7374
5877,25801,25802,25803
5878,5865,25804,25805
5879,37635,35563,13167
5880,25808,13611,13629
5881,25809,25810,25811
5882,29161,43935,25814
5883,25815,1967,1946
5884,25816,25817,25818
5885,32431,9997,25820
5886,5852,25821,25822
5887,25823,25824,25825
5888,25826,25827,25828
5889,25829,4862,25830
5890,25831,4444,11598
5891,42768,7492,47399
5892,25834,3317,42704
5893,25836,4307,15229
5894,10468,25837,29455
5895,25839,25840,25841
5896,25842,25843,8795
5897,5697,17652,2595
5898,25844,25845,38347
5899,25847,1358,922
5900,25848,5841,2973
5901,8795,9347,15527
5902,7795,42519,7796
5903,25850,5658,10010
5904,25851,25852,25853
5905,25854,14942,5050
5906,5658,39946,47198
5907,25857,30284,25859
5908,5912,25860,41868
5909,25862,25863,25864
5910,25865,25866,25867
5911,12717,8680,11896
5912,5913,10105,5918
5913,10105,5912,8150
5914,13224,32267,423
5915,31649,37983,25871
5916,45005,45007,45661
5917,10105,25875,9256
5918,8150,41802,15517
5919,31650,31033,37983
5920,2043,25880,32631
5921,25882,25883,25884
5922,25885,25886,43278
5923,25888,15952,25889
5924,25890,6037,25891
5925,1159,6382,446
5926,2524,1632,14526
5927,3164,5184,7810
5928,25892,38062,37474
5929,18634,41566,5931
5930,34477,10660,41017
5931,46955,5929,25899
5932,6190,4153,4108
5933,15143,16391,16344
5934,3200,25900,25901
5935,47608,47608,47608
5936,1614,9118,8657
5937,3758,43796,25906
5938,47608,47608,47608
5939,6247,1689,6558
5940,25910,25911,25912
5941,25913,25914,25915
5942,25916,7183,1864
5943,25917,1675,15975
5944,5606,3561,3563
5945,25918,25919,25920
5946,47608,47608,47608
5947,25924,545,1449
5948,1590,293,25925
5949,1040,693,10318
5950,25926,25927,40607
5951,25929,25930,25931
5952,35646,35647,33729
5953,6905,16495,43445
5954,13546,797,25936
5955,309,1682,312
5956,25937,25938,29725
5957,25940,25941,10989
5958,4264,1038,1040
5959,25942,3123,2543
5960,5964,5125,14442
5961,25943,25944,25945
5962,11294,10922,25946
5963,40162,14624,40161
5964,39813,14442,5960
5965,25956,5970,25957
5966,12980,507,37308
5967,25953,39401,11035
5968,2187,15047,25955
5969,6016,1100,2430
5970,25956,25957,5965
5971,36075,5199,46811
5972,18555,4177,38230
5973,6696,7453,5775
5974,4867,3393,41070
5975,25962,31333,9314
5976,25964,11119,9206
5977,39878,25966,25967
5978,25968,25969,37659
5979,25971,4717,36072
5980,35338,11822,4980
5981,25974,42423,25976
5982,10224,32808,32809
5983,16315,25979,5615
5984,25980,25981,25982
5985,25983,5983,16315
5986,47608,47608,47608
5987,25987,25988,25989
5988,1402,14340,7766
5989,47608,47608,47608
5990,25993,8082,25994
5991,913,288,332
5992,25995,25996,25997
5993,25998,25999,47608
5994,26001,26002,29149
5995,27345,26005,26006
5996,40567,5998,26008
5997,41255,26010,26011
5998,26012,5996,42065
5999,40508,26015,26016
6000,26017,26018,37194
6001,26020,26021,26022
6002,5995,27345,26024
6003,10429,46572,26026
6004,47399,43177,43178
6005,42500,29838,26032
6006,7898,26033,1470
6007,1774,26034,38638
6008,26036,26037,3769
6009,5129,32500,4168
6010,37548,26040,4774
6011,26041,41812,14583
6012,5130,5143,26043
6013,16704,41325,26045
6014,3548,17953,4946
6015,26046,26047,26048
6016,5969,1100,1868
6017,14448,26049,41630
6018,5075,1566,47324
6019,26052,26053,40873
6020,26055,6011,29641
6021,34421,35281,11227
6022,26059,29632,47324
6023,29641,26063,26064
6024,26065,29642,26067
6025,47608,47608,47608
6026,26071,26072,46096
6027,2830,26074,757
6028,39820,26076,26077
6029,41326,26079,26080
6030,26081,26082,26083
6031,26084,26085,26086
6032,10385,26087,3694
6033,10435,26088,26089
6034,43203,30753,26092
6035,40121,26094,34304
6036,38014,9757,32079
6037,26098,26099,26100
6038,32038,26102,26103
6039,431,232,26104
6040,10105,9256,8150
6041,26105,26106,26107
6042,26108,6045,28679
6043,33320,16088,6042
6044,224,10223,26111
6045,8218,42768,47399
6046,26114,42842,3334
6047,26116,9008,10658
6048,1423,6179,5299
6049,26117,26118,26119
6050,26120,4030,26121
6051,10843,26648,26649
6052,6250,26124,9364
6053,30756,4733,10658
6054,43461,26127,26128
6055,26129,9007,46133
6056,26131,26132,10092
6057,26133,26134,26135
6058,26136,26137,36916
6059,32758,26140,26141
6060,13337,36876,38036
6061,26144,26145,26146
6062,29064,26148,26149
6063,17878,40945,35912
6064,348,46905,18297
6065,9255,999,994
6066,26153,26154,26155
6067,26156,26157,26158
6068,26159,26160,26161
6069,1000,26162,2937
6070,9255,999,994
6071,26163,26164,26165
6072,26166,26167,26168
6073,1006,37652,999
6074,28982,8701,1983
6075,1893,47411,18592
6076,26172,26173,26174
6077,26207,26208,26177
6078,26230,3217,26231
6079,6084,6107,6113
6080,47608,47608,47608
6081,26220,26184,26218
6082,26186,26187,26188
6083,7900,43010,26190
6084,6079,6107,6113
6085,26191,26192,26193
6086,8497,9987,8789
6087,26194,26195,26196
6088,26197,26198,26199
6089,6116,6112,26200
6090,26201,43710,26203
6091,26204,26207,26208
6092,26207,26208,26209
6093,6088,26210,26211
6094,26212,26213,26246
6095,26215,26216,26217
6096,26218,26219,26220
6097,26221,43011,26250
6098,7265,37459,11781
6099,6116,26256,26226
6100,26227,26228,26229
6101,26230,3217,26231
6102,26232,26233,26234
6103,26235,26236,26237
6104,26238,31412,30403
6105,26241,6084,6113
6106,26242,26243,26244
6107,6084,6079,26245
6108,26246,26247,26248
6109,6113,6079,6084
6110,26249,26250,43011
6111,47608,47608,47608
6112,6116,26263,26256
6113,6079,6084,6107
6114,26257,26258,26259
6115,26260,26261,26265
6116,6112,26263,6089
6117,26264,26265,26266
6118,26267,26268,26269
6119,47608,47608,47608
6120,2983,6792,8195
6121,4828,10806,26273
6122,10713,26274,17229
6123,10459,47377,739
6124,540,324,26363
6125,26277,47291,26279
6126,11183,5603,1119
6127,17267,44918,18382
6128,7354,348,40308
6129,4965,26282,6805
6130,10857,8014,10859
6131,4433,41236,26284
6132,35773,7834,35678
6133,3241,26287,2143
6134,1170,2366,16706
6135,26288,13525,4203
6136,33831,10854,33832
6137,2460,3156,40077
6138,11591,38541,13705
6139,13416,26293,38786
6140,15481,9433,26295
6141,43174,6642,14579
6142,10005,4045,32448
6143,26298,26299,26300
6144,26301,26302,14065
6145,26303,26304,26305
6146,4092,4449,13401
6147,33484,10617,35848
6148,13762,38642,38641
6149,15667,18033,18044
6150,11630,11638,12828
6151,6167,6173,3703
6152,26310,34385,26312
6153,6166,26313,18345
6154,6170,3504,13325
6155,6151,6164,6156
6156,26314,3703,26315
6157,26316,26317,26336
6158,6166,26325,6153
6159,6151,26320,6167
6160,15884,26321,35651
6161,13948,1708,26323
6162,6169,6160,6164
6163,3703,6151,104
6164,6173,6151,6167
6165,12643,2854,2898
6166,6153,26324,26325
6167,6151,6173,35626
6168,18166,13957,39072
6169,6162,39638,26329
6170,3504,43411,26853
6171,26332,26333,26334
6172,3511,12823,26335
6173,6167,6151,6164
6174,26336,26337,26338
6175,26339,26340,26341
6176,26342,6764,1708
6177,26343,26344,26345
6178,45133,104,26347
6179,1423,6048,26348
6180,7138,27201,26350
6181,17834,46020,46021
6182,26353,2415,216
6183,10970,38333,26355
6184,26356,26357,26358
6185,16748,34395,2677
6186,222,2415,218
6187,3697,237,3208
6188,2532,13002,7143
6189,2672,12759,2673
6190,1801,7700,5200
6191,1197,11548,1194
6192,208,2131,428
6193,489,510,8350
6194,13534,537,26360
6195,33754,2036,33753
6196,412,501,3398
6197,16715,324,26363
6198,7648,28584,26365
6199,26366,26367,26368
6200,13537,26369,26370
6201,26371,491,8722
6202,12579,47348,11598
6203,10961,43994,6222
6204,1949,1734,3250
6205,5549,2285,3294
6206,8800,442,3619
6207,26374,35504,28657
6208,36906,26378,36905
6209,11289,26380,10116
6210,26381,7674,4443
6211,41538,6296,6215
6212,10080,15344,851
6213,126,18430,1728
6214,1632,2407,7272
6215,32031,5890,6207
6216,4384,41566,46413
6217,2538,2534,37419
6218,26387,10325,33242
6219,26389,26390,26391
6220,1971,6206,442
6221,13147,10198,602
6222,11909,6203,47348
6223,7187,443,210
6224,6302,426,9306
6225,6773,6453,4223
6226,42850,6902,26394
6227,46955,4116,7187
6228,11547,6453,2666
6229,43711,9955,26397
6230,2577,18087,443
6231,1502,26398,7194
6232,44146,3948,10631
6233,3489,311,2546
6234,26400,26401,26402
6235,1927,10864,2358
6236,26403,26404,26405
6237,38,6872,27351
6238,26407,31193,26409
6239,28703,26411,26412
6240,759,44829,4502
6241,12314,3768,1890
6242,34329,26415,26416
6243,26417,47236,26419
6244,10491,6240,40260
6245,1786,3850,3047
6246,10631,11167,10075
6247,5939,4837,1046
6248,26421,45886,45887
6249,2941,15975,1905
6250,2045,26424,9364
6251,5937,3758,3928
6252,44303,1071,14466
6253,26426,26427,26428
6254,2794,26429,26430
6255,26431,26432,26433
6257,5672,2851,519
6258,26434,26435,26436
6259,3636,15769,15477
6261,26437,26438,6790
6262,17077,46286,44513
6263,1913,28703,26442
6264,1529,10672,43721
6265,1786,6245,4855
6266,10770,10777,26444
6267,3836,47096,3831
6268,46215,37074,13646
6269,26448,26449,26450
6270,26451,26452,26453
6271,5603,26454,1352
6272,42902,6267,26456
6273,10776,26457,10777
6274,26458,26459,26460
6275,14071,4723,1648
6276,3915,26461,26462
6277,26463,26464,26465
6278,26466,26467,27700
6279,26469,26470,26471
6280,26472,26473,26474
6281,32947,42535,15996
6282,7108,32951,9746
6283,26478,6285,26479
6284,32951,7107,7108
6285,26481,6283,26482
6286,2730,2756,11906
6287,26483,1374,26484
6288,26485,44355,26487
6289,6813,2970,26488
6290,47190,4325,26490
6291,951,6292,713
6292,951,6291,9822
6293,4262,11548,6298
6294,4201,4837,11553
6295,34495,11282,2285
6296,5233,11743,9877
6297,28587,26493,604
6298,1105,26494,4837
6299,446,11550,5558
6301,8262,39114,26496
6302,6224,426,9306
6303,35639,5547,8678
6305,195,9544,4621
6307,26498,3714,195
6308,39545,469,465
6309,26947,40124,26502
6310,47608,47608,47608
6311,308,1451,312
6312,26506,33761,3485
6313,47608,47608,47608
6314,47608,47608,47608
6317,26514,26515,26516
6318,15910,15911,15906
6319,8698,3060,8372
6320,26517,26518,26519
6321,1634,619,12755
6322,33086,1839,26521
6323,26522,26523,37491
6324,46421,26529,2911
6325,46421,43992,26529
6326,35123,6343,47635
6327,26532,1635,26533
6328,26534,26535,40994
6329,16074,14424,6330
6330,14424,1606,10398
6331,1610,26537,17605
6332,6339,26538,276
6333,26539,43174,26541
6334,26542,26543,26544
6335,1615,10556,4779
6336,33372,10557,33359
6337,10556,6335,1629
6338,26547,26548,26549
6339,6332,276,2926
6340,7259,1210,26550
6341,18072,1629,2925
6342,26551,26552,26553
6343,1614,26554,26555
6344,26556,26557,18066
6345,8068,4113,4153
6346,5682,36394,11685
6347,26576,6353,26575
6348,34150,26562,26575
6349,26601,26565,42023
6350,26575,26576,42033
6351,18368,26576,26571
6352,6364,26598,26581
6353,26574,26575,26576
6354,26577,26578,26579
6355,26580,26581,26585
6356,26583,26584,26585
6357,26608,6368,26607
6358,26588,42023,26590
6359,26591,8502,26602
6360,10626,2900,570
6361,40314,26594,26595
6362,2796,8794,3774
6363,18215,8936,41759
6364,6352,26597,26598
6365,26599,26602,26601
6366,6349,26602,26603
6367,26604,26605,26606
6368,26607,26608,41363
6369,10470,33227,33226
6370,26612,5458,270
6371,26613,26614,26615
6372,26616,26617,26618
6373,26619,26620,26621
6374,33592,8582,3300
6375,10608,1507,4696
6376,8178,44951,262
6377,907,6376,6905
6378,260,9904,11082
6379,8603,8083,8080
6380,17034,6918,26624
6381,33467,41494,26627
6382,9485,1966,3258
6383,47608,47608,47608
6384,11067,11063,11064
6385,272,287,4566
6386,47608,47608,47608
6387,1402,43452,26635
6388,47158,18425,8603
6389,10997,11081,329
6390,10855,39859,4920
6391,6402,13376,6400
6392,47182,33803,26640
6393,6394,26643,26644
6394,6393,26643,26644
6395,6399,44345,44346
6396,26647,26648,26649
6397,12288,4920,11146
6398,26650,26651,26652
6399,6395,41356,26654
6400,16649,6402,43765
6401,5794,26656,26657
6402,28561,47230,6400
6403,11779,4522,718
6404,30530,26661,5411
6405,36823,36821,26664
6407,26665,15085,1161
6408,26666,26667,6407
6409,12605,2270,36629
6410,26669,26670,3703
6414,11592,11289,2538
6416,38752,6910,7472
6417,5652,26672,426
6421,9480,12484,6824
6422,984,1966,12004
6424,3231,10610,5657
6426,12959,26673,37259
6427,26675,26676,26677
6428,26678,26679,26680
6429,1026,2934,2018
6430,5275,26681,5272
6431,26682,26683,33294
6432,26697,26686,2154
6433,26687,26688,26689
6434,26719,42548,26692
6435,26697,26694,27291
6436,27291,6841,26697
6437,10499,33246,26699
6438,26700,26701,6434
6439,26702,3833,16016
6440,6843,6850,26703
6441,26716,26705,39173
6442,44872,10489,33246
6443,26709,26710,26711
6444,26712,26713,26714
6445,26715,6435,26716
6446,26717,6449,26718
6447,6434,26719,30736
6448,524,26721,1674
6449,26722,26723,26724
6450,4837,38175,13234
6451,46623,11265,46624
6452,11253,26728,4371
6453,324,11795,1201
6454,7288,362,3489
6455,35356,11833,27915
6456,4254,3489,3794
6457,26731,26732,26733
6458,34827,26735,45668
6459,795,26737,792
6460,8795,5156,9426
6461,5065,33741,26739
6462,14023,8262,13737
6463,38226,47308,6229
6464,15262,448,443
6465,1871,26742,26743
6466,9834,26744,42727
6467,26746,6466,3746
6468,26747,26748,32891
6469,3746,6470,26751
6470,26751,6469,3384
6471,31059,26753,27692
6472,11763,40074,1764
6473,3743,3384,39714
6474,26760,26758,6475
6475,26759,26760,26761
6476,26762,26763,26776
6477,6474,47608,47608
6478,6474,26767,26768
6479,26769,26770,26771
6480,11249,40196,4463
6481,4709,270,261
6482,26773,26774,26775
6483,26776,26777,26778
6484,6470,39714,3384
6485,47608,47608,47608
6486,26783,26784,26785
6487,44071,44070,9228
6488,26788,26789,26790
6489,14738,26791,13075
6490,40330,35367,14737
6491,200,2330,10912
6492,26794,26795,26796
6493,10088,26797,8255
6494,26798,26799,26800
6495,26801,11042,3784
6496,6494,26802,26803
6497,26808,6499,6519
6498,26805,6510,26806
6499,6519,26807,26808
6500,26809,26810,26811
6501,26816,32468,6503
6502,6510,33951,26815
6503,26816,6501,32468
6504,268,2023,2053
6505,9183,26818,9777
6506,26819,26820,26821
6507,6508,5574,26824
6508,26823,26824,26848
6509,26826,26827,26828
6510,6502,39780,14386
6511,26830,26831,26832
6512,26833,26834,26835
6513,26836,33951,10934
6514,26838,26839,6513
6515,26840,11147,15963
6516,9077,30899,26842
6517,26843,677,26844
6518,26845,26846,26847
6519,26848,34493,6499
6520,42481,15962,15964
6521,4260,26851,3193
6522,3062,5249,44529
6523,172,3558,3556
6524,26853,36826,2585
6525,26855,6455,26856
6526,26857,8839,13603
6527,7077,3898,26858
6528,26859,2939,15144
6529,26860,4260,26861
6530,26862,26863,26864
6531,3744,32796,35330
6532,1817,9468,12166
6533,26867,47342,26869
6534,7832,16049,7787
6535,26870,26871,42256
6536,10806,1041,7328
6537,41323,15328,26874
6538,8195,1545,2983
6539,26875,989,172
6540,1705,2035,12288
6541,26876,26877,728
6542,5670,1066,44211
6543,524,1674,6448
6544,1062,3769,4308
6545,4618,26879,7276
6546,26880,26881,45989
6547,1102,3769,6008
6548,1066,5670,3564
6549,26883,26884,26885
6550,16967,26886,44329
6551,33092,8045,6548
6552,26889,26890,3489
6553,26891,26892,26893
6554,4832,5313,4836
6555,26894,10181,35217
6556,26896,9823,26897
6557,26898,26899,26900
6558,45650,26902,43796
6559,39262,26905,26906
6560,4822,4820,4222
6561,47608,47608,47608
6562,309,332,314
6563,26910,9757,32080
6564,12405,287,11078
6565,26912,26913,26914
6566,31683,1596,8076
6567,11387,14340,5988
6568,17285,8178,44952
6569,6134,3621,2775
6570,34496,11283,2775
6571,1411,11966,11424
6572,26918,26919,26920
6573,1411,4790,11966
6574,8658,3420,11283
6575,2151,26921,26922
6576,4270,47,2757
6577,7791,13129,30222
6578,26924,26925,18401
6579,10472,26926,41287
6580,26928,627,7068
6581,47398,47399,38943
6582,16750,43933,2676
6583,5028,6042,6581
6584,47608,47608,47608
6585,26936,64,26937
6586,26938,39719,1820
6587,10214,26940,45405
6588,10333,17052,45441
6589,26943,26944,11642
6590,26945,2543,26947
6591,26947,40124,3123
6592,26949,26950,26951
6593,26952,26953,26954
6594,6597,6596,26955
6595,4264,1040,10318
6596,6597,26956,5314
6597,6596,6594,26957
6598,1035,1680,10318
6599,6606,6616,6603
6600,1105,6298,6769
6601,5958,10318,2665
6602,2425,11061,13528
6603,6606,40320,47389
6604,6596,6597,6594
6605,6606,40320,6611
6606,40320,6616,6603
6607,40321,40320,14733
6608,26964,4264,7723
6609,40320,26968,6606
6610,26967,26968,40320
6611,6605,6606,40320
6612,1679,29639,39088
6613,39087,11461,32152
6614,4760,37249,6251
6615,4385,11548,6773
6616,6606,40320,5322
6617,38174,10924,1201
6618,6619,31467,475
6619,6618,6627,475
6620,2916,2924,6622
6621,6619,6618,6630
6622,2916,6620,2924
6623,6627,26986,6619
6624,475,6618,9388
6625,26980,26981,26982
6626,26983,34653,2916
6627,29387,475,26986
6628,42750,26988,26989
6629,2907,4585,3227
6630,29440,6621,32541
6631,2927,6889,34653
6632,6619,29387,6618
6633,12756,36896,26995
6634,34637,11381,11380
6635,31467,6619,6618
6636,26998,26999,27000
6637,6618,27001,27002
6638,27010,27004,42062
6639,27006,27007,27008
6640,27009,27010,27011
6641,27012,5088,27013
6642,15538,11763,43174
6643,16041,27015,40050
6644,27017,11510,27018
6645,47608,47608,47608
6646,42674,44056,44052
6647,10693,6795,542
6648,4959,6667,6650
6649,6979,6973,6656
6650,6660,6648,4959
6651,27040,1205,6672
6652,6651,27026,6654
6653,4966,27049,6670
6654,6660,27028,6652
6655,27036,6659,27579
6656,6666,6973,6974
6657,6664,6671,4959
6658,27031,29994,27033
6659,27034,27061,27036
6660,6672,27523,6651
6661,2730,47662,2756
6662,27039,27040,32461
6663,27049,4966,27043
6664,32461,6672,6671
6665,6979,27522,6650
6666,6656,6973,6974
6667,6648,4959,32461
6668,27047,27048,27049
6669,27050,27051,27052
6670,4966,6972,27053
6671,32461,6664,1205
6672,6664,32461,6651
6673,27056,1205,35578
6674,27058,6663,27059
6675,27060,27061,11105
6676,6655,6675,34197
6677,5948,17494,3622
6678,6400,11023,6402
6679,35553,35548,34102
6680,14315,39667,39668
6681,27068,44398,46057
6682,4206,14315,27071
6683,2270,12485,14215
6684,27072,41407,42198
6685,27075,13714,7281
6686,47608,47608,47608
6687,2422,629,1947
6688,27079,27080,27081
6689,2543,27082,16727
6690,2543,5460,35646
6691,34955,27085,27086
6692,27087,27088,27089
6693,545,491,464
6694,6886,27373,16501
6695,27091,1012,29174
6696,6701,5973,6706
6697,27093,44233,16917
6698,17281,1004,27095
6699,16521,27096,10143
6700,889,39897,27098
6701,6696,6706,7252
6702,27099,27103,27101
6703,1465,1464,27102
6704,27103,27104,32751
6705,9037,33166,27107
6706,15932,42410,6718
6707,27109,27110,27111
6708,33166,27113,6705
6709,27114,12128,180
6710,35506,35817,3465
6711,6931,27117,27118
6712,27125,27124,27121
6713,6718,7252,30316
6714,1004,2571,6736
6715,42406,27124,27125
6716,27126,47350,27128
6717,34831,11498,27130
6718,7252,6706,6713
6719,27131,27132,27133
6720,27134,27135,27136
6721,3377,4869,3173
6722,46752,40651,5432
6723,41049,4867,27140
6724,11504,220,34840
6726,2134,424,1766
6728,43994,6852,1794
6729,27143,27144,27145
6730,13890,9344,9630
6732,13151,7346,993
6733,27146,27147,3832
6734,87,36242,6736
6735,32420,9992,44948
6736,6714,9992,9642
6737,87,6736,2567
6738,27151,27152,27153
6739,40175,6744,14631
6740,27155,100,995
6741,6739,27156,46172
6742,17398,2027,1027
6743,62,12724,44884
6744,6739,27159,6733
6745,27160,27161,27162
6746,15262,8043,5419
6747,15765,42104,42105
6748,5016,10686,31045
6749,27166,27167,27168
6750,43626,16598,43627
6751,27171,42244,27173
6752,27174,27175,960
6753,27176,6877,27356
6754,27178,27179,27180
6755,46375,18041,27182
6756,444,8836,418
6757,753,10521,9672
6758,39772,32448,14375
6759,4232,632,763
6760,175,18038,46369
6761,36802,11712,9342
6762,1731,17380,2676
6763,30530,16746,3520
6764,35630,1709,12740
6765,27189,45355,3621
6766,16714,1096,12384
6767,1541,6772,507
6768,6766,1181,2574
6769,4837,38174,6453
6770,38174,6769,6453
6771,4762,2666,6225
6772,13431,2652,7724
6773,14205,3341,4262
6774,27193,27194,41505
6775,27196,27197,27198
6776,999,6073,995
6777,15249,30032,3304
6778,2552,27200,1004
6779,5255,27201,6073
6780,3941,15637,1027
6781,27202,6714,27203
6782,27211,27212,1879
6783,27206,27207,27208
6784,2633,4494,1881
6785,27306,3370,27210
6786,27211,6782,27212
6787,27213,1879,27214
6788,8996,27215,27216
6789,511,1709,1713
6790,13159,27217,27218
6791,6788,27219,27220
6792,6120,7328,5630
6793,27221,4513,29443
6794,31944,27224,9682
6795,6647,10693,7835
6796,39179,27226,4513
6797,8251,6815,27227
6798,12283,18468,7921
6799,27264,27229,38584
6800,27231,27232,27233
6801,844,27268,27235
6802,10647,33529,33530
6803,42508,27239,42509
6804,9323,27241,6810
6805,11936,39464,39360
6806,4161,27244,5582
6807,27245,27246,27247
6808,3800,16661,6809
6809,6808,29680,8696
6810,39609,9323,39608
6811,40581,2974,14895
6812,16426,4137,7191
6813,6289,8247,27252
6814,27253,27254,27255
6815,18465,6797,47255
6816,10099,1281,1286
6817,27257,27258,6808
6818,2774,1260,12
6819,27259,519,27260
6820,28777,27262,27263
6821,10953,27264,40581
6822,27266,27267,27268
6823,42927,3694,6833
6824,14140,39328,1957
6825,11984,27271,13429
6826,27272,42797,27274
6827,39643,38229,27277
6828,27278,5876,7375
6829,27279,27280,27281
6830,2771,769,2828
6831,10363,13913,13928
6832,27282,6421,12484
6833,16029,3299,8831
6834,11991,13070,37460
6835,14348,15386,882
6836,6832,3666,6421
6837,823,27284,1541
6838,35003,8475,8458
6839,27286,27287,27288
6840,12862,27289,37092
6841,27291,27312,6436
6842,27293,27294,27295
6843,4173,6440,33271
6844,32146,27298,29625
6845,27300,44833,27302
6846,39446,47313,47312
6847,27306,8418,40
6848,33280,27308,33281
6849,5632,27310,40866
6850,6440,27312,4239
6851,46270,27314,27315
6852,43994,1794,33492
6853,7826,35937,602
6854,14494,14072,7235
6855,27319,27320,12055
6856,27321,3062,1494
6857,38017,8766,29609
6858,27324,27325,27326
6859,27327,39208,27329
6860,15349,41362,3578
6861,27331,2564,909
6862,27332,32008,27334
6863,27335,27336,27337
6864,27338,27339,27340
6865,42816,7447,13549
6866,27342,15348,647
6867,38245,27344,339
6868,27345,27346,27347
6869,9662,3321,3574
6870,6882,5711,1270
6871,6877,27348,44226
6872,6237,27351,38
6873,27351,6872,38
6874,10,10998,47103
6875,11,47103,10998
6876,11,27354,10
6877,39611,27356,6871
6878,10998,43,27357
6879,27358,27359,34195
6880,27361,27362,1614
6881,34212,6878,10
6882,6870,27364,5699
6883,1017,3451,5913
6884,1003,9255,91
6885,6886,2927,27365
6886,27373,34653,2927
6887,267,2915,2930
6888,2915,2907,39806
6889,6631,2927,27373
6890,27370,4583,27371
6891,27372,17929,16079
6892,2927,6886,27373
6893,29405,6895,2927
6894,27375,27376,27377
6895,6905,2927,34653
6896,6897,17927,6885
6897,27379,6887,35343
6898,27381,2904,27382
6899,27383,27384,2904
6900,27385,39808,35234
6901,2252,2930,276
6902,27388,6226,1952
6903,2222,14340,1402
6904,27389,27390,27391
6905,6895,2910,2927
6906,27392,8467,35921
6907,6909,44455,17047
6908,27395,38215,27397
6909,6907,33555,27399
6910,27400,2417,608
6911,27401,3335,6906
6912,27402,42032,27404
6913,15728,32968,46476
6914,27407,35227,27409
6915,3502,42632,45565
6916,27412,2509,1401
6917,27413,27414,27415
6918,32971,6913,46476
6919,8215,4040,546
6920,8043,6229,9955
6921,3400,27418,38617
6922,46476,32971,44399
6923,5202,3944,3945
6924,3969,27423,268
6925,27424,63,27425
6926,11331,11335,153
6927,47608,47608,47608
6928,27429,27430,40175
6929,47608,47608,47608
6930,7810,8230,6949
6931,31010,6711,47539
6932,47608,47608,47608
6933,27440,27441,27442
6934,47608,47608,47608
6935,27446,27447,27448
6936,47608,47608,47608
6937,27452,27453,27454
6938,6939,39940,39624
6939,6938,27457,27458
6940,27459,18300,27460
6941,6739,38134,27462
6942,38134,6739,47608
6943,27465,27466,45594
6944,27468,27469,27470
6945,27471,27472,27473
6946,27474,27485,29833
6947,27477,27478,39567
6948,15973,6952,40688
6949,5200,7700,39509
6950,868,1639,1806
6951,2323,6956,2304
6952,6954,8425,6948
6953,500,6277,27482
6954,6952,27483,17983
6955,29833,6946,27485
6956,6951,27486,2336
6957,1132,9717,16096
6958,14015,12630,2894
6959,2873,12637,34988
6960,27488,27489,27490
6961,2307,2312,2302
6962,6967,6676,11098
6963,6964,27494,27493
6964,6963,27493,27494
6965,27495,27496,27497
6966,6970,27555,27504
6967,6962,11098,3527
6968,27500,27501,27502
6969,27503,6966,6963
6970,6966,27504,27555
6971,34177,34200,34189
6972,4966,27509,6670
6973,6974,27510,32381
6974,43408,27513,6973
6975,9968,43408,6974
6976,27515,27516,27517
6977,27518,27519,27520
6978,6655,6675,34197
6979,27522,6649,27523
6980,27524,27799,36859
6981,27527,6675,12730
6982,42913,27529,27530
6983,27531,38374,27533
6984,27534,27535,27536
6985,27537,6964,6963
6986,27538,27539,34393
6987,27541,27542,27543
6988,11115,27544,11091
6989,27545,6963,6969
6990,9146,12730,38037
6991,27547,27548,27549
6992,47608,47608,47608
6993,27553,27554,27555
6994,27556,38687,12802
6995,12797,36974,2103
6996,2100,1933,1910
6997,3734,4805,27559
7002,45759,12810,27561
7003,38473,27563,1260
7007,47398,7492,43177
7008,27566,3837,2736
7009,9404,12288,10695
7010,27595,7020,7027
7011,27568,27569,27570
7012,43212,41864,15621
7013,5043,772,756
7014,11305,45654,27574
7015,42347,41934,27577
7016,34197,3536,27579
7017,7021,11526,7029
7018,11526,7017,34881
7019,27581,27582,27583
7020,27584,27585,27595
7021,11526,7017,7029
7022,27587,7037,27620
7023,27589,3504,3541
7024,11639,35058,35059
7025,27592,17834,2441
7026,3862,27593,29107
7027,27595,7010,27596
7028,27597,27598,27599
7029,7021,7017,11526
7030,27600,27601,27602
7031,27603,27604,27605
7032,41017,27607,15139
7033,27608,27609,27610
7034,7037,27611,27612
7035,27613,27614,27615
7036,27616,27617,27618
7037,27619,7022,27620
7038,3683,1984,1981
7039,2786,5844,29333
7040,3664,3648,27622
7041,157,8169,4351
7042,7930,8163,27623
7043,27624,27625,7045
7044,15814,42209,18465
7045,14344,42519,7043
7046,3919,7044,8798
7047,16949,16947,44291
